Title,Subtitle,Author,Publication,SourceType,Publisher,Volume,Issue,PubDate,AlphaDate,StartPage,EndPage,PageRange,ISSN,EISSN,ISBN,Language,Abstract,DocumentUrl
"House Appropriations Committee Issues Report on Commerce, Justice, Science, Related Agencies Appropriations Bill 2019 (Part 6 of 6)",,,Targeted News Service,Wire Feeds,,,,5/28/2018,28-May-18,n/a,,,,,,ENG,,https://www.proquest.com/docview/2045296928?accountid=12492&bdid=39766&_bd=ESnGg1%2BOuwJi2GBRJ1yYxnxtAn4%3D
"Strong fishing highlights year in review, picks and pans",,"Welch, Laine",Alaska Journal of Commerce,Trade Journals,,36,2,1/8/2012,8-Jan-12,7,,7,15374963,,,ENG,"Polls continued to show that a majority of Alaska voters oppose the Pebble mine project, and lack trust in both foreign mining and Alaska's permitting process. * It took six years, but National Oceanic and Atmospheric Administration Fisheries/Financial Services finally began accepting loan applications for skippers and crew who want to buy into the Bering Sea crab fisheries. * For the first time, researchers caught sperm whales on video biting longlines at one end and shaking the fish free, similar to shaking apples from a tree.  The video is part of SEASWAP, the Southeast Alaska Sperm Whale Avoidance Project. * The Department of Commerce and NOAA released draft national aquaculture policies that aim to ""increase the U.S. supply of healthy seafood."" * For the first time, fishery managers set a cap on the number of salmon that can be taken as bycatch by Gulf trawlers. * Recycled seawater began warming the Ted Stevens Research Institute in Juneau instead of oil. * The value of Alaska fishing permits and catch shares took a big jump along with fish prices.",https://www.proquest.com/docview/920221628?accountid=12492&bdid=39766&_bd=vLN8LNSFVricvODy5RcelbO1K9M%3D
Scientists struggle to save seagrass from pollution,,"Casey, Michael; Selsky, Andrew",Telegraph - Herald,Newspapers,,,,12/23/2019,23-Dec-19,A7,,,1041293X,,,ENG,,https://www.proquest.com/docview/2330245618?accountid=12492&bdid=39766&_bd=9eL7VnoyuYUoTHZZUfqOLNiRhWU%3D
Rep. Pingree's Bill to Preserve Working Waterfronts Gets First Hearing in 116th Congress,,,Targeted News Service,Wire Feeds,,,,7/25/2019,25-Jul-19,n/a,,,,,,ENG,,https://www.proquest.com/docview/2264206402?accountid=12492&bdid=39766&_bd=UF08fqZc2iJGH7aIozRqA3kRagc%3D
"Reps. Bonamici, Young Lead Bipartisan Call for $10B Coastal Community Investment in Build Back Better Plan",,,Targeted News Service,Wire Feeds,,,,9/2/2021,2-Sep-21,,,,,,,ENG,,https://www.proquest.com/docview/2568198758?accountid=12492&bdid=39766&_bd=7sp7mC2zQzyy11mpvXjXj3W7jD4%3D
Rep. Pingree Calls American Jobs Plan Once-in-a-Generation Opportunity to Modernize Nation's Infrastructure,,,Targeted News Service,Wire Feeds,,,,4/1/2021,1-Apr-21,,,,,,,ENG,,https://www.proquest.com/docview/2507705080?accountid=12492&bdid=39766&_bd=FHAoX9uY8AeNwj8PXR1OZIq5vuk%3D
Del. Bordallo Addresses U.S. Coral Reef Task Force,,,Targeted News Service,Wire Feeds,,,,2/22/2018,22-Feb-18,n/a,,,,,,ENG,,https://www.proquest.com/docview/2007302586?accountid=12492&bdid=39766&_bd=dJABZ9M5LfLd4F%2BM704I4gWKAMU%3D
Isles warned of grim future for tourism,,"Hurley, Timothy",TCA Regional News,Wire Feeds,,,,8/27/2014,27-Aug-14,n/a,,,,,,ENG,"Some Hawaii beaches will erode by 50 feet or more by midcentury, Fletcher said, and some beaches will disappear.  Because beaches are one of Hawaii's major tourist attractions, their loss would have a dramatic economic impact on the visitor sector, according to the report.",https://www.proquest.com/docview/1556325605?accountid=12492&bdid=39766&_bd=inN7ELa5p9lSibm5rTRIqm6qSCQ%3D
Anchorage mayor vows to reduce greenhouse gas emissions after Trumpâ€™s Paris pullout,,"Herz, Nathaniel",Alaska Dispatch News,Newspapers,,,,6/2/2017,2-Jun-17,n/a,,,23744219,,,ENG,,https://www.proquest.com/docview/1905051826?accountid=12492&bdid=39766&_bd=eK4VliH3yIvHST%2BqRPsKKRReuow%3D
"ProfNet Experts Available on Paris Agreement, Hurricane Preparedness, More","Also in This Edition: Jobs for Writers, Media Industry Blog Posts",,PR Newswire,Wire Feeds,,,,6/7/2017,7-Jun-17,n/a,,,,,,ENG,,https://www.proquest.com/docview/1906599052?accountid=12492&bdid=39766&_bd=PChHQG69ZSDdAYBIZv4xR%2Br4WI0%3D
Under Secretary of Commerce for Oceans and Atmosphere and NOAA Administrator Jane Lubchenco Testifies on National Oceanic and Atmospheric Administration's Fy 2012 Budget Request,,,Targeted News Service,Wire Feeds,,,,3/31/2011,31-Mar-11,n/a,,,,,,ENG,,https://www.proquest.com/docview/859465855?accountid=12492&bdid=39766&_bd=tdfspXG0XB1y3QZH3QoE%2ByaQTYo%3D
Under Secretary of Commerce for Oceans and Atmosphere and NOAA Administrator Jane Lubchenco Testifies on the National Oceanic and Atmospheric Administration's FY 2012 Budget Request,,,Targeted News Service,Wire Feeds,,,,4/13/2011,13-Apr-11,n/a,,,,,,ENG,,https://www.proquest.com/docview/861764852?accountid=12492&bdid=39766&_bd=wRIA%2FPZE5X0l9KAS7f5VN%2Fe37d8%3D
Honolulu Sues Petroleum Companies For Climate Change Damages to City,,"Hasemyer, David",InsideClimate News,Wire Feeds,,,,3/10/2020,10-Mar-20,n/a,,,,,,ENG,,https://www.proquest.com/docview/2375947972?accountid=12492&bdid=39766&_bd=sUpr98ztlIiRp7806tQNqdtB4%2FU%3D
OPINION: Welch takes a look back at the past year of fishy news,,"Welch, Laine",McClatchy - Tribune Business News,Wire Feeds,,,,1/9/2009,9-Jan-09,n/a,,,,,,ENG,"Here is a sampler of some seafood industry highlights from 2008, in no particular order or priority, followed by my annual picks and pans of fish stories.  New data from the state Department of Labor revealed the average age of Alaska commercial fishermen was 47; nearly 40 percent were non-residents.",https://www.proquest.com/docview/456322722?accountid=12492&bdid=39766&_bd=EIU09ldCqg8zuC%2FEBCBBb1mjkJs%3D
Picks and pans for 2021 in Alaska's seafood industry,,"Welch, Laine",Alaska Journal of Commerce,Trade Journals,,46,2,1/9/2022,9-Jan-22,2,2,2,15374963,,,ENG,"Since 1991, the weekly Fish Factor column has highlighted Alaska's seafood industry with its annual no-holdsbarred look back at some of the year's best and worst happenings, and my choice for the year's biggest fish story.Best daily fish news sites - SeafoodNews.com, Undercurrent News, SeafoodSource Best healthy fish watchers - Cook Inletkeeper, SalmonState Best mainstream fish pushers - Genuine Alaska Pollock Producers Best fishcrat - Sam Rabung, Alaska Department of Fish and Game director of the commercial fisheries division Fish head scratcher - Alaska Fisheries Science Center in Seattle?Fishing towns that celebrates their fishing industry the most - Sitka, Cordova Fishing town that celebrates its fishing industry the least - Kodiak Best fish boosters - Alaska's salmon hatcheries Baddest fish idea - Over 1 million acres opened to oil/gas lease sales at Lower Cook Inlet, one of the most widely used areas for tourism, sport and commercial fishing.",https://www.proquest.com/docview/2622294642?accountid=12492&bdid=39766&_bd=2%2Bh%2FrSHw1YEyuCLB4tuZTRzQRvs%3D
Kelp farm permits still more popular than shellfish,,"Welch, Laine",Alaska Journal of Commerce,Trade Journals,,45,23,6/6/2021,6-Jun-21,3,8,"3,8",15374963,,,ENG,"Alaska kelp pioneer, Nick Mangini of Kodiak Island Sustainable Seaweed, also is working with the Department of Energy on a biofuel project that would eventually need hundreds of millions of pounds of product.'Frankenfish' for sale The first sales of more than five tons of genetically engineered Atlantic salmon are on their way to U.S. restaurants and food service outlets where customers will not be told what they're eating.Water watch Department of Environmental Conservation Commissioner Jason Brune has rejected a state judge's recommendation that it was wrong for DEC to issue a Clean Water Act certificate to Donlin Gold, the world's largest gold mine planned upstream from villages along the Kuskokwim River.",https://www.proquest.com/docview/2542743907?accountid=12492&bdid=39766&_bd=5HjVQFodNW4b3rEER7UInwtadMU%3D
Isles warned of grim future for tourism,,"Hurley, Timothy",Honolulu Star - Advertiser,Newspapers,,,,8/27/2014,27-Aug-14,n/a,,,,,,ENG,"Â Are we going to be ready?"" One of the biggest challenges for the state and its tourism industry in the coming decades will be dealing with sea level rise.  Because nearly all of Hawaii's hotels are located near the shore, the resorts can expect to be under increasing attack from flooding and storm surges, according to the report.  Some Hawaii beaches will erode by 50 feet or more by midcentury, Fletcher said, and some beaches will disappear.  Because beaches are one of Hawaii's major tourist attractions, their loss would have a dramatic economic impact on the visitor sector, according to the report.",https://www.proquest.com/docview/1556936586?accountid=12492&bdid=39766&_bd=IUpwuXicLe%2BaoC3vuFLlNnILo6U%3D
Annual picks and pans from the year that was in Alaska fisheries,,"Welch, Laine",Alaska Journal of Commerce,Trade Journals,,41,2,1/8/2017,8-Jan-17,4,,4,15374963,,,ENG,"Otherwise, more than 1.6 million sockeye salmon would have been taken as ""cost recovery"" from the fishery to fund counting stations, weirs and other required oversight.  Fish story of the year On the final day of its December meeting, the North Pacific Fishery Management Council turned its back on plans to reduce chinook salmon and halibut bycatch taken by trawlers in the Gulf of Alaska!",https://www.proquest.com/docview/1860067752?accountid=12492&bdid=39766&_bd=CxvostZBR41uxOm%2Fl0%2FP6qJdqU4%3D
REP. JOHN FLEMING HOLDS A HEARING ON NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION BUDGET,,,Political Transcript Wire,Wire Feeds,,,,4/22/2013,22-Apr-13,n/a,,,,,,ENG,,https://www.proquest.com/docview/1342332203?accountid=12492&bdid=39766&_bd=pWR2TwKvLN6qaPho0vyhvs9zvtw%3D
Picks and pans for 2021 in Alaskaâ€™s seafood industry,,"Welch, Laine",Anchorage Daily News,Newspapers,,,,1/3/2022,3-Jan-22,,,,25784951,,,ENG,,https://www.proquest.com/docview/2615976873?accountid=12492&bdid=39766&_bd=xOWbBED%2BebDrNrbLOXxFEaVGbQo%3D
"Alaska's 2007 fish retrospective: Same 'ole, same 'ole",,"Welch, Laine",Alaska Journal of Commerce,Trade Journals,,32,1,1/6/2008,6-Jan-08,6,,6,15374963,,,ENG,The U.S. Supreme Court agreed to hear Exxon's final appeal of the $2.5 billion punitive damages award from the 1989 Prince William Sound oil spill.,https://www.proquest.com/docview/219651581?accountid=12492&bdid=39766&_bd=OXDiMf5HP3M1NDBTp2zP9okKA9I%3D
Fishing's 'year in review' for 2007 ; SPOTLIGHT: RESOURCES,[Final Edition],LAINE WELCH FISHERIES,Anchorage Daily News,Newspapers,,,,12/29/2007,29-Dec-07,F.1,,F1,1946870,,,ENG,"Â ""Commercial fishing in Alaska remains a vibrant industry that each year provides more than half of our nation's seafood. Alaska's fish stocks are the envy of other countries around the world, and its management programs are regarded as a model for sustainability.""* ""Wild"" became a bigger draw than ""organic,"" according to national consumer surveys. Nearly 40 percent of Americans said they stopped buying particular foods in response to safety concerns, compared to 9 percent in 2005.* Best ""give credit where it's due"" fish story: U.S. Sen. Lisa Murkowski for championing tax relief for Exxon Valdez plaintiffs; U.S. Sen. Ted Stevens for getting fishermen included in the Farm Bill.",https://www.proquest.com/docview/255489794?accountid=12492&bdid=39766&_bd=Std3N4y2XYd8tjXrkCZpCL7mXNA%3D
Scientists struggle to save seagrass from coastal pollution,,"Casey, Michael; Selsky, Andrew",AP English Language News (includes AP 50 State Report),Wire Feeds,,,,12/23/2019,23-Dec-19,,,,,,,ENG,,https://www.proquest.com/docview/2329806254?accountid=12492&bdid=39766&_bd=JzvBeA3%2FrzI16X5R0rQbBkkEHhY%3D
Science and Resilience Institute at Jamaica Bay Awarded $3.6 Million to Support Research on Resilience in Urban Coastal Ecosystems,,,Targeted News Service,Wire Feeds,,,,7/17/2014,17-Jul-14,n/a,,,,,,ENG,,https://www.proquest.com/docview/1545948046?accountid=12492&bdid=39766&_bd=iWFSeM2VHotEpvlEfeD513SkHbo%3D
House Natural Resources Subcommittee Issues Testimony From EPA Ex-Administrator Browner,,,Targeted News Service,Wire Feeds,,,,2/7/2019,7-Feb-19,n/a,,,,,,ENG,,https://www.proquest.com/docview/2183657321?accountid=12492&bdid=39766&_bd=%2FkjNg83M81BkQ0Se9sTw09CpPgg%3D
EPA cuts could have major impact on Maine cleanup efforts,header Subheader Subheader Subheader,"Woodard, Colin",Kennebec Journal,Newspapers,,,,4/16/2017,16-Apr-17,2.B,,,7452039,,,ENG,,https://www.proquest.com/docview/1888397152?accountid=12492&bdid=39766&_bd=KFdWAiFmfOL2%2BFwMOls0yejzGHk%3D
National Oceanic and Atmospheric Administration Administrator Testifies on the National Oceanic and Atmospheric Administration's FY 2012 Budget Request,,,Targeted News Service,Wire Feeds,,,,3/10/2011,10-Mar-11,n/a,,,,,,ENG,,https://www.proquest.com/docview/857751958?accountid=12492&bdid=39766&_bd=J2Ny7CFfWZghQRNnht7W2z3WtR8%3D
Snapshot of Alaska seafood industry in '11,,LAINE WELCH FISHERIES,Anchorage Daily News,Newspapers,,,,1/1/2012,1-Jan-12,B.5,,,1946870,,,ENG,"Â How important is the seafood industry to Alaska and the nation? At a glance: 62 percent of all U.S. seafood landings come from Alaska, as does 96 percent of all U.S. wild-caught salmon. Seafood is by far Alaska's No. 1 export, valued at nearly $2 billion (next in line: zinc and lead exports at $785 million); and Alaska ranks ninth in the world in terms of global seafood production. * State officials said there was ""no reason to panic"" and that Alaska salmon are ""relatively safe"" from a deadly fish virus that appeared for the first time in Pacific waters. British Columbia said it will test 8,000 wild and farmed salmon for signs of the virus. * At $603 million, Alaska's 2011 salmon catch is the third most valuable since 1975 and likely to end up at No. 2 after final sales are reported by processors and buyers next spring. (Alaska's most valuable salmon season was $725 million in 1988.)",https://www.proquest.com/docview/913585930?accountid=12492&bdid=39766&_bd=daQtGVNV9uttWnnG9N07ke5TXHo%3D
Rep. Courtney Issues Statement on Consolidated Appropriations Act,,,Targeted News Service,Wire Feeds,,,,3/22/2018,22-Mar-18,n/a,,,,,,ENG,,https://www.proquest.com/docview/2020304675?accountid=12492&bdid=39766&_bd=byWdtBljMAJPeGLt50W5MD35kCs%3D
Under Secretary of Commerce for Oceans and Atmosphere Testifies on the National Oceanic and Atmospheric Administration's FY 2012 Budget Request,,,Targeted News Service,Wire Feeds,,,,4/1/2011,1-Apr-11,n/a,,,,,,ENG,,https://www.proquest.com/docview/859606763?accountid=12492&bdid=39766&_bd=PiGLpMktTfouS7ANUaHggfy0H2s%3D
UF Institute of Food and Agricultural Sciences extensions work to mitigate climate change,,"Bailly, Sophia",University Wire,Wire Feeds,,,,4/17/2023,17-Apr-23,,,,,,,ENG,,https://www.proquest.com/docview/2801907080?accountid=12492&bdid=39766&_bd=aOlNTfjIxUtMmTLt2yaa6sTZ9xA%3D
Fisheries picks and pans for 2019,,"Welch, Laine",Alaska Journal of Commerce,Trade Journals,,44,3,1/19/2020,19-Jan-20,2,3,3-Feb,15374963,,,ENG,"Kodiak, for generating nearly 100 percent of its electricity from wind and hydropower, and for turning its fish wastes into high-quality oils and meals instead of grinding it up and dumping it into the water, as in most Alaska fishing towns, (see above) Best fish helper:Bering Sea Fishermen's Association with its Alaska Ocean Cluster Initiative, Ocean Tuesday Virtual Speaker Series Biggest fish broadside:Staff at Alaska Department of Fish and Game and NOAA Fisheries Alaska.",https://www.proquest.com/docview/2352331856?accountid=12492&bdid=39766&_bd=1mdqRYf%2FFP46kgHkCOz1mHu0xn8%3D
UF Institute of Food and Agricultural Sciences extensions work to mitigate climate change,,"Bailly, Sophia",University Wire,Wire Feeds,,,,4/17/2023,17-Apr-23,,,,,,,ENG,,https://www.proquest.com/docview/2805071709?accountid=12492&bdid=39766&_bd=eYJRr0%2BkV0lECLhhd5slnTE7Gfs%3D
Alaskans live on frontier of climate change,,"Selkregg, Sheila",Alaska Dispatch News,Newspapers,,,,4/21/2017,21-Apr-17,n/a,,,23744219,,,ENG,,https://www.proquest.com/docview/1889986862?accountid=12492&bdid=39766&_bd=SjKdAsJQTukzrIAPzw0VYw%2FKPbQ%3D
"House Appropriations Committee Issues Report on Commerce, Justice, Science, Related Agencies Appropriations Bill, 2018 (Part 7 of 7)",,,Targeted News Service,Wire Feeds,,,,7/22/2017,22-Jul-17,n/a,,,,,,ENG,,https://www.proquest.com/docview/1922211195?accountid=12492&bdid=39766&_bd=pFz2NJb3Luj92zS9iMLiCMBEBnQ%3D
Deeper EPA cuts pose a particular menace to Maine,,"Woodard, Colin",TCA Regional News,Wire Feeds,,,,4/16/2017,16-Apr-17,n/a,,,,,,ENG,,https://www.proquest.com/docview/1888458348?accountid=12492&bdid=39766&_bd=OpwuFrhxa6wHp2OLtNiTcY%2B4GSw%3D
Picks and pans for Alaskaâ€™s seafood industry in 2019,,"Welch, Laine",Anchorage Daily News,Newspapers,,,,1/7/2020,7-Jan-20,n/a,,,25784951,,,ENG,,https://www.proquest.com/docview/2333908886?accountid=12492&bdid=39766&_bd=VmCzhiVPGQzqxh80c1OnyuAkUxk%3D
EPA cuts seen as peril to Maine,,"Woodard, Colin",Morning Sentinel,Newspapers,,,,4/16/2017,16-Apr-17,2.B,,,,,,ENG,,https://www.proquest.com/docview/1888399407?accountid=12492&bdid=39766&_bd=5BSjvBNdAUNIAfNjcDTUh1K0IXI%3D
Wasting syndrome wiping out North Kitsap sea stars,,"Dunagan, Christopher",Kitsap Sun,Newspapers,,,,6/14/2014,14-Jun-14,n/a,,,,,,ENG,"Â [...]there may not be one thing we can call a 'smoking gun.'"" One idea is that something initially weakens the sea stars and makes them susceptible to attack from bacteria or other pathogens.  [...]recently, sea stars in Mexico looked healthy, Miner said, but that could be changing now.",https://www.proquest.com/docview/1535508949?accountid=12492&bdid=39766&_bd=peb1IGKA9gliuiEdBLsuyrUpYeM%3D
"Reps. Bonamici, Posey Lead Bipartisan Call for $10B Investment in Coastal Restoration Jobs",,,Targeted News Service,Wire Feeds,,,,4/1/2021,1-Apr-21,,,,,,,ENG,,https://www.proquest.com/docview/2507559454?accountid=12492&bdid=39766&_bd=ku3hqsMfFM%2BQlCHFfsO125R4S6o%3D
Annual Picks and Pans closes out 27th year of Fish Factor,,"Welch, Laine",Alaska Journal of Commerce,Trade Journals,,43,1,1/6/2019,6-Jan-19,4,4,4,15374963,,,ENG,"Rick (Rydell) Green being chosen as a special assistant to the Alaska Department of Fish and Game to ""restore trust"" in the department.Genuine Alaska Pollock Producers; the fishermen funded/operated Bristol Bay Regional Seafood Development Association * Best fish motivators:Backers that include Cargill, Pacific Seafood, Red Lobster, High Liner Foods, Sysco and Seattle Fish Company are pushing a bill in the U.S. Senate called Advancing the Quality and Understanding of American Aquaculture (AQUAA) Act that will streamline the permitting process for offshore aquaculture projects. * Best new fish writers:",https://www.proquest.com/docview/2169181776?accountid=12492&bdid=39766&_bd=N58KAIftKDn6EgBYmuO%2B95JXvxk%3D
SEN. DANIEL K. AKAKA HOLDS A HEARING ON TRIBAL IMPACTS OF ENVIRONMENTAL CHANGES,,,Political Transcript Wire,Wire Feeds,,,,8/8/2012,8-Aug-12,n/a,,,,,,ENG,,https://www.proquest.com/docview/1032964765?accountid=12492&bdid=39766&_bd=4gj16zZ4rUoh%2B4iWcTW0HhQ5es0%3D
RISE EVIDENT IF YOU KNOW WHERE TO LOOK,,"Landers, Mary",Savannah Morning News,Newspapers,,,,4/23/2017,23-Apr-17,A.3,,,1047028X,,,ENG,,https://www.proquest.com/docview/1890701983?accountid=12492&bdid=39766&_bd=OKNx8yyw3ssX9T%2Fr4f6tOs0vWxQ%3D
Something is killing gray whales. Is it a sign of oceans in peril?,,"Rust, Susanne",Los Angeles Times,Newspapers,,,,8/8/2021,8-Aug-21,A.1,,A.1,4583035,,,ENG,,https://www.proquest.com/docview/2559206641?accountid=12492&bdid=39766&_bd=EL8SbQhTDdF%2FyveT5YSWx15t5mM%3D
Fish picks and pans for 2020,,"Welch, Laine",Alaska Journal of Commerce,Trade Journals,,45,2,1/10/2021,10-Jan-21,4,5,5-Apr,15374963,,,ENG,"Pregnant women also are strongly encouraged to eat more fish to enhance their baby's brain and eye development.U.S. baby food makers who provide ZERO seafood offerings.Zoi Maroudas of Bambino's Baby Food (see above) - frozen portions of Hali-Halibut, Salmon Bisque, Sockeye Salmon Strips; Arron Kallenberg of Wild Alaskan Company.",https://www.proquest.com/docview/2480344977?accountid=12492&bdid=39766&_bd=7x0UeuYgalkfiGkjqYNrBquYoFo%3D
"Applications for aquatic farming in Alaska drop due to pandemic, and kelp is favored over shellfish",,"Welch, Laine",Anchorage Daily News,Newspapers,,,,6/1/2021,1-Jun-21,n/a,,,25784951,,,ENG,,https://www.proquest.com/docview/2535146149?accountid=12492&bdid=39766&_bd=5PhuyUwAHDq2qXnJCkj6LX%2BH4yA%3D
"Fishermen use technology to stay educated, updated",,"Welch, Laine",Alaska Dispatch News,Newspapers,,,,7/22/2017,22-Jul-17,n/a,,,23744219,,,ENG,,https://www.proquest.com/docview/1921251833?accountid=12492&bdid=39766&_bd=1nVHgDk%2BY6qsR32b4H9ad%2FuZKuU%3D
"ProfNet Experts Available on Paris Agreement, Hurricane Preparedness, More","Also in This Edition: Jobs for Writers, Media Industry Blog Posts",,U.S. Newswire,Wire Feeds,,,,6/7/2017,7-Jun-17,n/a,,,,,,ENG,,https://www.proquest.com/docview/1906609459?accountid=12492&bdid=39766&_bd=1jevAyVOeBbxurQSH0WIUYuUqyI%3D
